esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
flight attendant,f20d3ae6-baeb-482c-b68d-c2fb115e5dde,Travel attendants and travel stewards,5111,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
train attendant,fa1aef45-49a4-4446-94b4-e2b563d9d025,Travel attendants and travel stewards,5111,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
passenger fare controller,7720f392-6ea0-4455-a805-7b7eef38a709,Transport conductors,5112,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
railway passenger service agent,9653fb92-ad48-4865-a471-f270302fa93b,Transport conductors,5112,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
chief conductor,9cee6106-04cf-401a-ae4c-b4b8652d6915,Transport conductors,5112,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
train conductor,ea034d66-0d35-4891-b82c-6434cad2c76f,Transport conductors,5112,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
environmental education officer,1185cfe1-49a7-44a7-8dee-45b2f36727f9,Travel guides,5113,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
park guide,26105840-8abb-4f91-a888-1211cb798b0b,Travel guides,5113,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
zoo educator,7c5e4ca1-e8be-4297-9014-509d5ba57210,Travel guides,5113,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
guide,b476f45f-2c79-44d5-a4d7-fa357aa83074,Travel guides,5113,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
industrial cook,11e6d39e-1295-40e7-8eea-3eb042bc7e34,Cooks,5120,Cooks,512,Personal service workers,51,Service and sales workers,5
cook,90f75f67-495d-49fa-ab57-2f320e251d7e,Cooks,5120,Cooks,512,Personal service workers,51,Service and sales workers,5
diet cook,9ab80ce6-504f-474f-bb91-98163e9d45fd,Cooks,5120,Cooks,512,Personal service workers,51,Service and sales workers,5
fish cook,b9de6d8b-1cf6-4722-bf8c-d73aad03bf87,Cooks,5120,Cooks,512,Personal service workers,51,Service and sales workers,5
grill cook,bbaa1444-2c0a-4f76-8375-d72e3ea968fd,Cooks,5120,Cooks,512,Personal service workers,51,Service and sales workers,5
wine sommelier,2d92f7f5-d2b1-4223-92c4-23c33f8604fc,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
sommelier,499f80e3-860c-48ef-8286-be929a93e254,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
head waiter/head waitress,53ed8787-3423-4843-8c63-7be1877d29e2,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
beer sommelier,985400a7-362f-4f91-941a-2e149d94ac2a,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
restaurant host/restaurant hostess,a1b86a8b-ad91-4192-b386-bbf89bb11699,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
head sommelier,a20e4b15-a128-49b9-a06a-e790e3bd5c68,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
waiter/waitress,d5db9d5c-2ebf-4a54-a79a-1b7e7ff70471,Waiters,5131,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
bartender,2f5e38a0-6578-4665-bdbd-e2ab505be140,Bartenders,5132,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
barista,bf7d8b16-4e2c-48ef-b44e-dc25b2d0ab61,Bartenders,5132,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
cocktail bartender,e20816a9-51d0-410b-b2c6-cbc22c1c4256,Bartenders,5132,Waiters and bartenders,513,Personal service workers,51,Service and sales workers,5
hairdresser,099c6bb0-22d3-4c5d-8bf5-70910af381ef,Hairdressers,5141,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
barber,4e0c14d6-b170-40f1-bcdc-703c0b92109b,Hairdressers,5141,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
hairdresser assistant,55f6380c-7511-4c33-8fc4-c74f10f524fa,Hairdressers,5141,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
hair stylist,82dea303-26e1-4bbc-a07c-cff3cac6b50e,Hairdressers,5141,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
performance hairdresser,f60dc59b-7681-45d4-8114-b3a646e02ab2,Hairdressers,5141,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
masseur/masseuse,1978c6ff-37b4-48f1-9aa6-88b9c568f74f,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
spa attendant,2d5a50c6-0bf4-45c3-805c-44d1bf1e3d12,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
pedicurist,489b9a38-89a2-425c-95b9-79cec66379e1,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
make-up artist,49713da4-4e97-4f82-bd1c-16ce7f9179b7,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
make-up and hair designer,5dd01019-3999-4d90-bc8a-7a04b0b208b0,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
hair removal technician,72413d91-f212-4ad6-bf95-8b78a37c041a,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
weight loss consultant,763f82c2-81e3-48d2-9cdf-f532b5016a1f,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
aesthetician,a1e1a788-2352-4172-8fcf-1f985a6968b0,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
manicurist,bced9b86-d4e7-42f8-bb47-acb2001b9bd0,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
tanning consultant,be375e11-9a70-47cb-8091-711c94ed0c13,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
beauty salon attendant,d3fd0898-51f7-42a3-8f44-09408fc796f6,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
personal stylist,d5ce0c23-6f8a-459f-9bf9-a7cb9768740a,Beauticians and related workers,5142,"Hairdressers, beauticians and related workers",514,Personal service workers,51,Service and sales workers,5
hotel butler,e65a9b0e-7347-4f6e-945e-aaeee976ef6e,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",5151,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
housekeeping supervisor,fae51298-03a8-4df4-829a-685dddc1580e,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",5151,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
bed and breakfast operator,2171a849-4065-411c-8390-835b7782ed8b,Domestic housekeepers,5152,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
domestic housekeeper,6d50f735-dca9-4a02-96dc-e4310ed98ae2,Domestic housekeepers,5152,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
domestic butler,74cbe6fb-336f-4f3f-8c8f-7645b279a231,Domestic housekeepers,5152,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
building caretaker,1822bfc2-e735-449f-ba00-ca71eb5c062b,Building caretakers,5153,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
amusement park cleaner,38eb308f-0075-451e-9c1a-c557fd173022,Building caretakers,5153,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
verger,589efb6c-9080-40b2-ab6a-144955675967,Building caretakers,5153,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
house sitter,96430121-2757-4e96-9d6f-7517b25db4f7,Building caretakers,5153,Building and housekeeping supervisors,515,Personal service workers,51,Service and sales workers,5
medium,31d0e6b8-64ae-4b04-b988-dbee03a4aaa9,"Astrologers, fortune-tellers and related workers",5161,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
astrologer,6b0ad7c0-a37f-45c6-a486-ee943a11429e,"Astrologers, fortune-tellers and related workers",5161,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
fortune teller,a1d0eb6b-20ac-4a2c-a7c1-9b016ea92b24,"Astrologers, fortune-tellers and related workers",5161,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
psychic,fd8b68c0-7341-44bb-855d-9b1254eade33,"Astrologers, fortune-tellers and related workers",5161,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
companion,d5954a2b-a525-45b7-b6d9-b62efafc6c78,Companions and valets,5162,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
funeral services director,857ed740-f4ae-43d0-8295-d6181f1d7eed,Undertakers and embalmers,5163,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
cemetery attendant,aac0c510-f238-4dbe-beeb-1d7b73f4552c,Undertakers and embalmers,5163,Other personal services workers,516,Personal service workers,51,Service and sales workers,5
