esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
miniature set designer,88760821-9df4-47a6-a1c2-ac08b9759396,Interior designers and decorators,3432,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
merchandiser,f1fcad3b-fdf0-444a-81b0-e50e96f8966a,Interior designers and decorators,3432,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
big data archive librarian,4e4a1aa1-ca53-406e-9ca6-889d4621a0ed,"Gallery, museum and library technicians",3433,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
art handler,6040c941-ab83-44b2-84e7-5cbfa1eafcdc,"Gallery, museum and library technicians",3433,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
taxidermist,a78d8e2b-fe31-447f-8694-38ed7198d143,"Gallery, museum and library technicians",3433,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
head chef,01484951-15e6-4b88-a20f-1201868d36a0,Chefs,3434,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
chef,1009be17-7efd-45f1-a033-566bf179c588,Chefs,3434,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
pastry chef,8f10ea9b-bfdf-4a4c-9fa7-b6e02daa93e5,Chefs,3434,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
private chef,a256838b-0843-4ad2-a2fb-4531f94e63d8,Chefs,3434,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
head pastry chef,b10dc548-10e1-4447-8406-5101ff170bbf,Chefs,3434,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
lighting designer,068df7d1-516f-4829-b339-294cb0cf6318,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
automated fly bar operator,08edf4c5-3551-4690-9d09-f9b8b9194c90,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
intelligent lighting engineer,0eebf6d2-af43-4a18-b4b7-668fb6433b42,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
stage manager,1aa4bb15-c527-4a3b-9270-b3c71c4be111,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
stand-in,1bb7c072-38c8-430a-b943-76bfa312a5f4,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
dresser,2a6784d7-c457-413d-ba99-e320de11fc98,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
costume attendant,30739eb6-218b-4e8a-9209-e2f36b9446cd,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
body artist,40da2fc6-8cb4-4cd3-8fe3-899715905070,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
stage machinist,50b41847-6dad-4a2e-9427-a0374c2963fd,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
pyrotechnician,59cfa27b-874f-48b7-8880-b65420239559,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
scenery technician,5a0ff408-e1df-424b-a2d6-4b475a516f2a,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
assistant video and motion picture director,71898b81-fc2f-4a97-826d-f45e49a8160a,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
prop maker,7a18e959-44fe-49ae-9757-124f46a7487c,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
head of workshop,7d27600b-5cff-4ebc-b259-cc2d47572035,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
broadcasting programme director,7f0d69cf-8b02-4a84-865a-37585dea9b43,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
stunt performer,84f20f5d-149a-4512-b319-18a81d3d6026,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
light board operator,87e644b2-8bc1-42d4-bb14-cc4abb0bc715,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
location manager,89a0af2a-edf4-4d1a-8526-f4a8f476cea2,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
prompter,949f1dc9-fb19-4212-8ac6-35ce83c88921,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
script supervisor,99b096eb-a628-4e69-a79b-0563f2ed1b93,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
lighting technician,9ac10bde-93a0-4570-afc2-e2b6cf46d8d2,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
pyrotechnic designer,a0ebd342-8f89-4947-893d-fee9468cf001,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
stage technician,acb6b99a-6c13-482a-81b1-8b5614e0153e,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
prop master/prop mistress,bd94312f-05c8-455d-a2f6-5490489ac4a4,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
flying director,bfc1b4e9-624c-4fba-89f2-d218bba9e257,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
fight director,d6a395eb-6664-47f1-9be5-91aa2e8ba87d,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
followspot operator,d71eb4f9-2de3-4955-ba79-7b82ea3fe32c,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
assistant stage director,e1106f6d-81fc-44f8-af94-8b7d2763065c,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
extra,e4fca489-4c79-4392-874f-9ea1051c05c8,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
theatre technician,f09b6100-28a6-4be5-9726-ecf5b24f74f6,Other artistic and cultural associate professionals,3435,"Artistic, cultural and culinary associate professionals",343,"Legal, social, cultural and related associate professionals",34,Technicians and associate professionals,3
data centre operator,9729c0f3-c9bc-482e-ac59-a82ec3b67ba3,Information and communications technology operations technicians,3511,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
ICT help desk manager,1242d99a-47f1-4a62-b884-33746db8a6ca,Information and communications technology user support technicians,3512,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
ICT technician,3e7bf729-4442-4b9f-ad5e-83111963795c,Information and communications technology user support technicians,3512,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
ICT security technician,a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,Information and communications technology user support technicians,3512,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
ICT help desk agent,aaeec9a7-dc57-4485-890c-86b3eef735f9,Information and communications technology user support technicians,3512,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
aviation data communications manager,591c5063-69ce-4551-ba60-e2304111130f,Computer network and systems technicians,3513,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
ICT network technician,64c7d461-152c-477f-a8e2-c2c537e9d617,Computer network and systems technicians,3513,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
webmaster,dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,Web technicians,3514,Information and communications technology operations and user support technicians,351,Information and communications technicians,35,Technicians and associate professionals,3
video operator,061f56c6-36eb-4aa7-b5ef-98b7a569da1c,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
sound operator,0da2ee5c-b480-498f-97a8-a292a0f4c54c,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
mastering engineer,239707a0-4754-4f4b-80b6-6b1ef5657aed,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
audio production technician,2cbb23b0-0bf1-4871-9e6d-18f005987310,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
sound editor,36095ccd-c62d-4f1f-8af7-1fd10618b044,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
performance rental technician,47e4135b-95d1-4462-920c-afcbd7c4d9be,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
boom operator,4d102082-8d43-4c59-81ab-08a7509f3c40,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
camera operator,6fed206a-ac4d-492b-a81a-5a3a0f2b67bc,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
audio-visual technician,7642cbcc-9839-47fb-b2cf-d4bb831d6c93,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
sound designer,790c8dca-f624-4bdc-ac16-27bc13ead188,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
video technician,a59feab2-9bc9-4b25-97cf-995998164502,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
recording studio technician,aa50ae49-1e40-4ba9-959f-22a11ff172b4,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
sound artist,ce8145f5-d7ea-40ea-b12e-ef168f11184a,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
projectionist,dce6a68c-8a05-4c26-85d4-6fbc43e7d822,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
broadcast technician,fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2,Broadcasting and audiovisual technicians,3521,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
telecommunications engineering technician,d84bf1d7-ef99-40c4-a407-3791d6531b44,Telecommunications engineering technicians,3522,Telecommunications and broadcasting technicians,352,Information and communications technicians,35,Technicians and associate professionals,3
membership administrator,0a3c2d5b-e1f9-4200-9288-62bf3fed3310,General office clerks,4110,General office clerks,411,General and keyboard clerks,41,Clerical support workers,4
office clerk,6c999fc7-c6b7-4ef3-a4b9-af124a1783a2,General office clerks,4110,General office clerks,411,General and keyboard clerks,41,Clerical support workers,4
engineering assistant,9581c837-fee7-4068-9618-1116fd93d723,General office clerks,4110,General office clerks,411,General and keyboard clerks,41,Clerical support workers,4
secretary,5ac377d2-e1d0-4911-a299-b4ef2782a0ba,Secretaries (general),4120,Secretaries (general),412,General and keyboard clerks,41,Clerical support workers,4
typist,22f86890-f68b-402f-a711-3e6df4913271,Typists and word processing operators,4131,Keyboard operators,413,General and keyboard clerks,41,Clerical support workers,4
data entry clerk,6353b3e8-e8f2-4ecb-b230-186927139892,Data entry clerks,4132,Keyboard operators,413,General and keyboard clerks,41,Clerical support workers,4
bank teller,2ff9e53c-6e7f-42af-8d71-b5dd7f283089,Bank tellers and related clerks,4211,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
post office counter clerk,6a6e174e-cffa-49a9-9f2f-aa39c81cdee5,Bank tellers and related clerks,4211,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
bookmaker,264e1a4a-5074-47e2-a6d9-d225d48e8a9a,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
bingo caller,2f7f5c84-b9b3-41ea-aa5f-5997d0873141,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
odds compiler,6fefa90d-9a71-49c6-be92-52397e9795e6,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
casino cashier,961cbd1f-2a9b-4756-b227-67a1c23c94b6,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
casino pit boss,b89f5984-3fb7-4339-80d5-00d1b0750b53,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
lottery operator,d18a8976-a283-42ad-9541-75c49396dbd7,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
tote operator,e96cec32-9960-4496-a790-a9d2254906fc,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
casino gaming manager,eb198788-0b99-4583-a7c5-0139ff9f91ad,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
gaming dealer,fb1a7aab-1e33-4712-b8e0-d335243aba58,"Bookmakers, croupiers and related gaming workers",4212,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
pawnbroker,631aaef2-2d67-45c6-93a6-1b1abdf57542,Pawnbrokers and money-lenders,4213,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
insurance collector,2d32bea0-dccd-4dc5-9ea9-c51c653a46ef,Debt-collectors and related workers,4214,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
debt collector,50a66df6-c141-4b4a-937a-d3bc55737ae3,Debt-collectors and related workers,4214,"Tellers, money collectors and related clerks",421,Customer services clerks,42,Clerical support workers,4
travel consultant,291da1ab-1f90-426d-bbc5-60d0fa7d608b,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
tour organiser,5b9a678a-7c35-4c50-a804-754b82652ee6,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
ground steward/ground stewardess,7153a12d-85e0-4123-87e9-46bb1a2dc929,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
travel agent,79f8f68c-5509-4119-9373-8bef1c364d31,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
railway sales agent,9a99a5fe-875d-49b2-9b53-cc1b73be1659,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
tourist information officer,9b35eab1-2adc-4057-a620-181862656a19,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
tour operator representative,b5d76ddd-f59a-491a-9543-f6c0e2d8a950,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
ticket sales agent,bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,Travel consultants and clerks,4221,Client information workers,422,Customer services clerks,42,Clerical support workers,4
customer contact centre information clerk,b7b75eb6-34bc-462d-b412-eed393cc1397,Contact centre information clerks,4222,Client information workers,422,Customer services clerks,42,Clerical support workers,4
live chat operator,fde97584-d8e3-413e-a662-511c9055357e,Contact centre information clerks,4222,Client information workers,422,Customer services clerks,42,Clerical support workers,4
telephone switchboard operator,0bf68df5-e808-4c27-abf2-6f85440f2d7f,Telephone switchboard operators,4223,Client information workers,422,Customer services clerks,42,Clerical support workers,4
emergency medical dispatcher,68450507-b4a0-40e0-895b-385fe705be10,Telephone switchboard operators,4223,Client information workers,422,Customer services clerks,42,Clerical support workers,4
hospitality establishment receptionist,82025c02-9082-416c-998b-f51eb0359ee6,Hotel receptionists,4224,Client information workers,422,Customer services clerks,42,Clerical support workers,4
camping ground operative,92b7776f-5d90-413d-b05f-51e429e28346,Hotel receptionists,4224,Client information workers,422,Customer services clerks,42,Clerical support workers,4
customer service representative,13d1b2b4-99dd-44da-9734-c9f74bae18f7,Enquiry clerks,4225,Client information workers,422,Customer services clerks,42,Clerical support workers,4
front line medical receptionist,3469cbcc-5332-41dc-977a-29cf1b7ef7be,Receptionists (general),4226,Client information workers,422,Customer services clerks,42,Clerical support workers,4
night auditor,6e6e44ba-d9f0-403b-93d4-a8d4bd67787a,Receptionists (general),4226,Client information workers,422,Customer services clerks,42,Clerical support workers,4
veterinary receptionist,f00154a5-d27f-429e-b9a4-1d65c672cee7,Receptionists (general),4226,Client information workers,422,Customer services clerks,42,Clerical support workers,4
receptionist,f7b04542-d8c7-42db-8475-e63b507cce82,Receptionists (general),4226,Client information workers,422,Customer services clerks,42,Clerical support workers,4
market research interviewer,7843a4c6-a9f6-4095-94b9-45b384d4bd57,Survey and market research interviewers,4227,Client information workers,422,Customer services clerks,42,Clerical support workers,4
survey enumerator,a1cf1406-3632-494c-bff3-0bd5d5327d8f,Survey and market research interviewers,4227,Client information workers,422,Customer services clerks,42,Clerical support workers,4
hotel concierge,1ae8d28e-407c-48ab-88ff-4cb25bfcdea6,Client information workers not elsewhere classified,4229,Client information workers,422,Customer services clerks,42,Clerical support workers,4
sales support assistant,5c1eba1e-7820-4287-9746-4c5906320100,Accounting and bookkeeping clerks,4311,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
billing clerk,bafbc672-0ad9-41af-9de8-db0c91a24f9b,Accounting and bookkeeping clerks,4311,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
auditing clerk,1f665529-96e9-46c1-99f4-9ffbf9ffa036,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
financial markets back office administrator,35fbb8cd-c044-49a1-850c-010481c99b4a,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
tax clerk,84fabf82-4abf-4f41-99aa-55718a2e500b,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
insurance clerk,9a39a143-d93c-4093-ba3b-47fb67ade318,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
back office specialist,b2e81332-0972-4e0f-9a4d-1d15c9c9513b,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
foreign exchange cashier,b7fc1cd1-0d6d-4e9e-8a9f-c3270201be81,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
property assistant,c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
investment clerk,fd0801c9-809a-4cfd-98ed-6c5860c163f2,"Statistical, finance and insurance clerks",4312,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
payroll clerk,ade351da-7bda-424e-8682-bbdcab2a25be,Payroll clerks,4313,Numerical clerks,431,Numerical and material recording clerks,43,Clerical support workers,4
warehouse operator for clothing,040fcfa5-24be-43eb-afd5-828297175b16,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
footwear factory warehouse operator,143e49fc-832f-477c-8cac-8eabe6fd7bc2,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
raw materials warehouse specialist,30870ea4-5e8e-4b92-a9d5-65e3b97a9b30,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
leather goods warehouse operator,31db6bd9-ee84-4a57-ac9e-87e243ba1c69,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
inventory coordinator,d7a9f9e0-e2f5-4804-a0e0-b21ebb1403ee,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
raw material reception operator,f84dbfe2-fa6b-43ef-97f5-54c3ad9c631f,Stock clerks,4321,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
machinery assembly coordinator,187f063b-1002-4d46-9b79-c46b2caedbb3,Production clerks,4322,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
vessel operations coordinator,0cd0082a-ca15-4dcd-b352-b7600c916d8e,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
ship planner,260b01cc-7dd6-4584-8863-cae5426819c6,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
rail logistics coordinator,279c0ab1-212b-4e89-a41f-048f5de9dadf,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
freight transport dispatcher,49e28648-4fa8-4b36-ac4d-781c108547bf,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
gas transmission system operator,555ad9ba-72cf-4bc0-9ea6-c36041462be5,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
pipeline route manager,562dd713-5745-4457-929e-5b909da084ca,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
taxi controller,61ed67cd-67d7-44d8-bc2d-47fc79110a59,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
bus route supervisor,656674ac-9d4e-4a91-963f-c0b6edfd55a4,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
aircraft dispatcher,6e785f05-969e-4940-aedb-d0f896bb0230,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
dangerous goods safety adviser,74d47633-8e9e-4e08-9cba-d2292c211218,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
water traffic coordinator,8908d5aa-ac58-465e-9b75-7e02ed4af3a9,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
road transport maintenance scheduler,b9836ed2-1ca7-49b4-9f0e-bb5d2ca14443,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
ship pilot dispatcher,c3760388-d070-491a-9c1f-be305a576815,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
gas scheduling representative,c3abb0cb-c78c-4136-b9f9-f9feca9179fa,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
baggage flow supervisor,d811881c-5241-47b1-be29-64ee488d3642,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
tram controller,e9640041-ca34-4955-aa8c-629717d0dcda,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
aircraft cargo operations coordinator,f3eb330a-03b5-4537-ac0e-bcee5c67bcff,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
move coordinator,f57eb0cb-e67a-419c-9b7b-4abd811b7e2f,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
rail traffic controller,f643bff3-74ef-48d1-b033-820e2d8659e9,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
port coordinator,fa404a79-4091-47f9-a635-c2e3c576ece8,Transport clerks,4323,Material-recording and transport clerks,432,Numerical and material recording clerks,43,Clerical support workers,4
library assistant,37b15470-3b2d-4ae0-816c-c7c06ed15c99,Library clerks,4411,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
mail clerk,511f366c-ba41-4826-9622-8cda6d6e3b91,Mail carriers and sorting clerks,4412,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
postman/postwoman,7ed2e153-8da8-4c0d-b4c5-3402c623f34b,Mail carriers and sorting clerks,4412,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
proofreader,f8f34041-3640-41a9-852e-c5a7574de780,"Coding, proof-reading and related clerks",4413,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
file clerk,9ab0f0db-1128-4050-becd-b09db5eabdaa,Filing and copying clerks,4415,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
human resources assistant,d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,Personnel clerks,4416,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
advertising assistant,54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,Clerical support workers not elsewhere classified,4419,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
foreign language correspondence clerk,c8505fa5-0a33-4143-bd87-f24f569e8813,Clerical support workers not elsewhere classified,4419,Other clerical support workers,441,Other clerical support workers,44,Clerical support workers,4
steward/stewardess,58ff0ec2-08ba-4b21-b765-babb6d76ca36,Travel attendants and travel stewards,5111,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
ship steward/ship stewardess,6a2270bc-3f69-4cfd-b99b-fdc2c70d1779,Travel attendants and travel stewards,5111,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
cabin crew manager,95f56fc4-99f9-49da-b942-1dfbc857e933,Travel attendants and travel stewards,5111,"Travel attendants, conductors and guides",511,Personal service workers,51,Service and sales workers,5
